kr,en
"TwoPhaseMainBattle =  0 전투 패턴 시작하면, 이 변수 1 신호를 2PhaseTubeAttackCheck.xml 트리거에게 보내서 보스 몸에 붙는 튜브 대미지 필드 1단계 진행하도록 함      param1=""104"" 은   MS2TriggerModel의 TriggerModelID 번호임","TwoPhaseMainBattle = 0 At the start of the battle pattern, send this variable 1 signal to the 2PhaseTubeAttackCheck.xml trigger to proceed to phase 1 of the tube damage field on the boss body param1=""104"" is the TriggerModelID number of the MS2TriggerModel"
"TwoPhaseMainBattle =  1 전투 패턴 시작하면, 이 변수 2 신호를 2PhaseTubeAttackCheck.xml 트리거에게 보내서 보스 몸에 붙는 튜브 대미지 필드 2단계 진행하도록 함      param1=""104"" 은   MS2TriggerModel의 TriggerModelID 번호임","TwoPhaseMainBattle = 1 At the start of the battle pattern, send this variable 2 signal to the 2PhaseTubeAttackCheck.xml trigger to proceed to phase 2 of the tube damage field on the boss body param1=""104"" is the TriggerModelID number of the MS2TriggerModel"
"이 스킬을 사용해 자신한테 공방업 50000335(레벨1), 50000336(레벨1)  애디셔널을 부여할 함, 중요!: 그러나 분신 소환몹한테 맞아서 50004401(레벨2) 애디셔널에 걸리면 이 스킬 사용해도 공방업 애디셔널에 걸리지 않을 것임, 레벨2가 카오스 난이도 전용, 레벨1은 레이드 난이도 전용","Use this skill to grant yourself the Workshop 50000335 (level 1) and 50000336 (level 1) additions, important: however, if you are hit by an alter ego summoned mob and get the 50004401 (level 2) add-on, this skill will not grant you the Workshop add-on, level 2 is for Chaos difficulty only, level 1 is for Raid difficulty only"
"중요!: 이 변수 1로 설정하고, HalfwayPoint = 1 설정에 의해서 다시 처음부터 시작하는데, 이때는 쏘는 대포는 바닥 불이 사라지지 않는 버전으로 공격함, 이 변수가 1이 되어 다음 부터 <aiPreset name=""MainBattle_CannonShotFinal""/> 대포 발사 부분 실행함","Important!: Setting this variable to 1 and starting from scratch again by setting HalfwayPoint = 1 will cause the cannon to attack in a version where the floor fire does not disappear, and this variable will become 1, causing the <aiPreset name=""MainBattle_CannonShotFinal""/> cannon shot part to run from the following"
"참고로 Number 는 구슬 등장할 때 구슬 AI에서 Number = 0 신호 보내 초기화 시킴 (AI_MarbleTurkaSupport10.xml, AI_MarbleTurkaSupport02.xml, AI_MarbleTurkaSupport04.xml, AI_MarbleTurkaSupport08.xml)","Note that Number is initialized by sending Number = 0 to the marble AI when the marble appears (AI_MarbleTurkaSupport10.xml, AI_MarbleTurkaSupport02.xml, AI_MarbleTurkaSupport04.xml, AI_MarbleTurkaSupport08.xml)"
"AI_RobotCircleCoreBlue.xml 보스가 죽어서 보내는 신호를  혹시 못받아서 자기 자신 스스로 제거를 실행 못할 경우 대박 버그가 될 수 있기 때문에, 전투 끝나면 standby 만 계속 실행하는데 이거 실행할 때마다 1씩 더해서 최종 30 이상이 되어 스스로 사라지도록 설정한 것임","AI_RobotCircleCoreBlue.xml It would be a huge bug if the boss didn't get the signal that it was dead and couldn't execute its own removal, so after the battle, it just keeps running standby, which adds up to 1 each time it runs, until it finally reaches 30 or more and disappears on its own."
"죽으면 MS2TriggerModel  ID : 991   PhaseSumTotal = PhaseSumTotal + 6 신호를   PhasePatternTrigger.xml 트리거에 보내서 각 3마리 보스의 패턴전환 우뮤를 경정하게 함, 즉 죽어서 +6 해서 다른 보스들이 빨리 패턴 변화이 되도록 함","On death, MS2TriggerModel ID: 991 PhaseSumTotal = PhaseSumTotal + 6 signals to the PhasePatternTrigger.xml trigger to trigger a pattern change umu for each of the 3 bosses, i.e., +6 on death so that the other bosses pattern change quickly"
"죽으면 MS2TriggerModel  ID : 993   PhaseSumTotal = PhaseSumTotal + 3 신호를   PhasePatternTrigger.xml 트리거에 보내서 각 3마리 보스의 패턴전환 우뮤를 경정하게 함, 즉 죽어서 +3 해서 다른 보스들이 빨리 패턴 변화이 되도록 함","On death, MS2TriggerModel ID: 993 PhaseSumTotal = PhaseSumTotal + 3 signals the PhasePatternTrigger.xml trigger to race the pattern changing umu of each of the 3 bosses, i.e., +3 on death so the other bosses pattern change quickly"
"토템에 의해 용암이 올라왔을 경우도 맵트리거에 아래 신호를 보내서 용암 제거하도록 함, ### 이 맵트리거로 보낼때 사용하는 이 두개 변수는 용암이 활성화 되지 않아도 이 부분 실행할 때마다 1로 셋팅하는 신호를 보내기 때문에 맵트리거 쪽이세 이 변수 사용 이전 단계에서 꼭 0으로 초기화 해줘야 함","If lava is raised by the totem, the following signal is sent to the maptrigger to remove the lava, ### These two variables that we use to send to the maptrigger will be set to 1 every time this part is executed, even if lava is not activated, so the maptrigger must initialize them to 0 before using them."
"그리고  TwoPhaseMainBattle 변수는 졸몹을 진행해서 다 클리어 하면, main.xml트리거에 의해서 이 변수가 1이 되거나 혹은 한두명의 파티원만 있어서 모든 플레이어가 잡혔을 경우 졸구간 건너띄는데 이때 2PhasePlayerCheck.xml 트리거에 의해서 이 변수 1이 됨","The TwoPhaseMainBattle variable is set to 1 by the main.xml trigger when you progress through the mob and clear it, or by the 2PhasePlayerCheck.xml trigger when there are only one or two party members and all players have been captured, in which case the 2PhasePlayerCheck.xml trigger will set this variable to 1."
"유펠리아AI 렌듀비앙AI에서 +1 신호 받는 변수임, 즉 변수가 2 가되면 유펠리아 렌듀비앙이 스킬 브레이크 끝나고 평소 공격 상태로 돌아가게 되었음을 알게 하는데 사용함, 다른 곳에서 아직 스킬 브레이크 중인데 저주 폭발 소환몹 호출 공격을 사용하면 안되기 때문에 이런 설정을 위한 변수임","Euphelia AI Renduivien AI is a +1 signal variable, meaning that when the variable goes to 2, Euphelia Renduivien knows that she is out of skill break and back to her normal attack state. This is used to set this up because you don't want to use the Curse Blast Summon Mob Call attack while still in skill break elsewhere."
"레벨12: 타겟팅 대상이 이 범위 안에 들어오면 잡기 공격 하기, 사정거리 3300, 범위 영역은 바닥으로 부터 340 올렸음, 로봇 탑승하면 플레이어 컬리전 박스가 높게 올라가는데, 큐브 한칸 위에 있는 로봇탑승 플레이어를 정밀하게 체크하기 위해 범위 영역은 바닥으로 부터 340 올렸음","Level 12: Grab attack when target is in this range, range 3300, range area raised 340 from the floor, player collision box rises higher when mech is on board, range area raised 340 from the floor to better check for mech players on top of cubes"
"렌듀비앙 전용 디버프 걸기 끄기, MS2TriggerModel  ID : 995   RenduebianFirstSetEnd = 1 신호를   Debuff_IshuraRenduebianYuperia.xml 트리거에 보내서 전투판에 설치된 렌듀비앙 전용 디버프 거는 스킬 Off 상태로 만들기","Turn off Renduebian-specific debuffing, MS2TriggerModel ID: 995 RenduebianFirstSetEnd = 1 signal to the Debuff_IshuraRenduebianYuperia.xml trigger to turn off the Renduebian-specific debuffing skill installed on the battleboard"
"일부러 유독 길게 설정, 토템 소환되면 토템이 자쿰한테 TotemMany+1 신호 보낼때까지 꼭  standby 4~5초 정도 머물고 있어야 함, 그렇지 않고 바로 다음 턴으로 가면 상위에 선언된 elseif extraKey=""TotemMany"" equal=""0"" 조건에 의해 로직이 꼬임","Intentionally made it very long, so when the totem is summoned, it must stay in standby for 4-5 seconds until the totem signals TotemMany+1 to Zakum, otherwise it will go to the next turn and the logic will be broken by the top-declared elseif extraKey=""TotemMany"" equal=""0"" condition."
"##3.물리저항부기 체크, BoogieWhiteManyPhysical  변수가 -1 이 아니라는 것은 맵에 이미 물리 버프 담당 부기 소환몹이 있다는 뜻이기 때문에 이때 플레이어는 부기 소환몹이 잡으러 얼마든지 2층 지점에 있을 수 있어서 이때는 절대 패널티용 저주의 토템 생성하면 안됨","##3.Check for physical resistance boogie, BoogieWhiteManyPhysical variable not equal to -1 means that there is already a boogie spawner on the map that is responsible for physical buffs, so the player should never spawn a curse totem for penalty at this point because the boogie spawner can be on the second floor at any time to catch them."
"레벨2: 타겟팅 대상이 이 범위 안에 들어오면 잡기 공격 하기, 사정거리 3300, 범위 영역은 바닥으로 부터 340 올렸음, 로봇 탑승하면 플레이어 컬리전 박스가 높게 올라가는데, 큐브 한칸 위에 있는 로봇탑승 플레이어를 정밀하게 체크하기 위해 범위 영역은 바닥으로 부터 340 올렸음","Level 2: Grab attack when target is within this range, range 3300, range area raised 340 from the floor, player collision box rises when mech is on board, to better check for mech players on top of a cube."
"##4.마법저항부기 체크, BoogieWhiteManyMagical  변수가 -1 이 아니라는 것은 맵에 이미 마법 버프 담당 부기 소환몹이 있다는 뜻이기 때문에 이때 플레이어는 부기 소환몹이 잡으러 얼마든지 2층 지점에 있을 수 있어서 이때는 절대 패널티용 저주의 토템 생성하면 안됨","##4.Check for magic resistance boogie, BoogieWhiteManyMagical variable is not -1, which means there is already a boogie spawner on the map with magic buffs, so the player should never spawn a curse totem for penalty at this point because the boogie spawner can be on the second floor at any time to catch them."
#$%## 이슈라가 혹시 3페이지 이전에 빨리 죽으면 SkillBreak_JustBefore_FromIshura = 1 신호를 렌듀비앙 유페리아 AI에게 보내지 못해 스킬브레이크 자체가 나오지 않을 수 있는 대박 버그가 나올 수 있어서 안전 장치로 죽으면서 이 신호 보내는 작업을 함,"#$%## If Ishura dies early enough before page 3, we might not be able to send the SkillBreak_JustBefore_FromIshura = 1 signal to the Rendezvous Euphoria AI, which could lead to a huge bug where the skillbreak itself doesn't happen, so as a failsafe, we're sending this signal while she dies."
"BalrogCrimsonPhase = 1   1페이즈        ,   BalrogCrimsonPhase = 2   2페이즈        , 침고로 Phase 라는 변수는 맵트리거에서 인페르녹한테 신호 보내는 변수명이라서, 혹시 모를 설정 오류를 막기 위해 변수명이르 다르게 설정함","BalrogCrimsonPhase = 1 Phase 1 , BalrogCrimsonPhase = 2 Phase 2 , The variable named Phase is the variable name that Maptrigger signals to Infernok, so we set it to a different variable name to avoid any possible configuration errors."
